"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,467","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","495","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","322,673","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","50","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,901,287","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,752","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","344,354,319","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,166","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","42,383","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","182,946,913","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,677","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","480,158","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","650","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,204","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,424","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","410","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","230","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,505","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,502,022","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","64","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","290","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","857","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","195","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,317","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","786","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","981","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,093","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,600,093","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","703","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","428","0.8"
"CENSUS","2022","YEAR","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,098","(L)"
"CENSUS","2022","YEAR","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,067","(L)"
"CENSUS","2022","YEAR","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","253","(L)"
"CENSUS","2022","YEAR","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","271","(L)"
"CENSUS","2022","YEAR","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","470","(L)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","922","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","199","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","221","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","263","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,293","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","102","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,544","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,241","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","940","13.0"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,026","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","276","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","690","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","369","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","265","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","619","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","460","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CRITTENDEN","035","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","418","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,458","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","348","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","966","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","CLEBURNE","023","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","538","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","FULTON","049","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,328","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","IZARD","065","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,743","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","MARION","089","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","141","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SEARCY","129","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","196","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SHARP","135","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","434","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","STONE","137","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,795","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","VAN BUREN","141","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,089","2.3"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","CLAY","021","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","CRAIGHEAD","031","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - HATCHED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","136","2.3"
